"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"13.03.2020","82.678","72.621","83.758","72.621","15,77M","13,91%"
"12.03.2020","72.583","85.103","85.103","68.488","12,01M","-14,78%"
"11.03.2020","85.171","92.202","92.202","80.796","11,79M","-7,64%"
"10.03.2020","92.214","86.071","92.230","86.071","13,53M","7,14%"
"09.03.2020","86.067","97.982","97.982","85.880","14,65M","-12,17%"
"06.03.2020","97.997","102.231","102.231","96.886","11,86M","-4,14%"
"05.03.2020","102.233","107.217","107.217","100.536","8,60M","-4,65%"
"04.03.2020","107.224","105.540","107.809","105.042","8,41M","1,60%"
"03.03.2020","105.537","106.630","108.804","104.405","9,39M","-1,02%"
"02.03.2020","106.625","104.260","107.220","103.779","8,86M","2,36%"
"28.02.2020","104.172","102.984","104.172","99.951","11,23M","1,15%"
"27.02.2020","102.984","105.711","106.656","102.984","11,24M","-2,59%"
"26.02.2020","105.718","113.647","113.647","105.053","9,37M","-7,00%"
"21.02.2020","113.681","114.585","114.585","112.661","5,90M","-0,79%"
"20.02.2020","114.586","116.518","116.552","114.379","6,79M","-1,66%"
"19.02.2020","116.518","114.982","116.545","114.774","6,33M","1,34%"
"18.02.2020","114.977","115.309","115.309","113.532","5,55M","-0,29%"
"17.02.2020","115.309","114.381","115.696","114.381","4,36M","0,81%"
"14.02.2020","114.381","115.663","115.663","114.132","5,34M","-1,11%"
"13.02.2020","115.662","116.660","116.660","114.801","5,64M","-0,87%"
"12.02.2020","116.674","115.371","117.581","115.371","8,16M","1,13%"
"11.02.2020","115.371","112.574","115.576","112.574","6,77M","2,49%"
"10.02.2020","112.570","113.771","114.176","112.134","7,49M","-1,05%"
"07.02.2020","113.770","115.190","115.190","113.769","6,59M","-1,23%"
"06.02.2020","115.190","116.033","117.382","114.723","7,38M","-0,72%"
"05.02.2020","116.028","115.563","117.701","115.562","7,17M","0,41%"
"04.02.2020","115.557","114.631","116.556","114.631","5,83M","0,81%"
"03.02.2020","114.629","113.761","115.299","113.467","5,51M","0,76%"
"31.01.2020","113.761","115.518","115.518","113.148","6,22M","-1,53%"
"30.01.2020","115.528","115.375","115.528","112.825","6,32M","0,12%"
"29.01.2020","115.385","116.494","117.171","115.164","5,10M","-0,94%"
"28.01.2020","116.479","114.482","116.797","114.475","5,23M","1,74%"
"27.01.2020","114.482","118.347","118.347","114.376","6,10M","-3,29%"
"24.01.2020","118.376","119.528","119.593","118.108","4,78M","-0,96%"
"23.01.2020","119.528","118.391","119.535","116.906","6,57M","0,96%"
"22.01.2020","118.391","117.035","118.401","117.035","5,77M","1,17%"
"21.01.2020","117.026","118.861","118.861","117.026","5,09M","-1,54%"
"20.01.2020","118.862","118.478","118.862","117.928","3,84M","0,32%"
"17.01.2020","118.478","116.710","118.479","116.710","4,95M","1,52%"
"16.01.2020","116.704","116.415","117.106","115.961","5,42M","0,25%"
"15.01.2020","116.414","117.632","117.632","116.188","5,57M","-1,04%"
"14.01.2020","117.632","117.325","117.705","116.610","5,36M","0,26%"
"13.01.2020","117.325","115.503","117.333","115.503","5,69M","1,58%"
"10.01.2020","115.503","115.948","116.745","114.952","4,78M","-0,38%"
"09.01.2020","115.947","116.248","116.820","115.411","5,95M","-0,26%"
"08.01.2020","116.247","116.667","117.335","115.693","5,91M","-0,36%"
"07.01.2020","116.662","116.872","117.076","115.965","4,85M","-0,18%"
"06.01.2020","116.878","117.707","117.707","116.269","6,57M","-0,70%"
"03.01.2020","117.707","118.564","118.792","117.341","6,83M","-0,73%"
"02.01.2020","118.573","115.652","118.573","115.649","5,16M","2,53%"
"30.12.2019","115.645","116.530","117.086","115.599","3,67M","-0,76%"
"27.12.2019","116.534","117.205","117.803","115.995","3,91M","-0,57%"
"26.12.2019","117.203","115.864","117.220","115.673","3,79M","1,16%"
"23.12.2019","115.863","115.119","115.863","114.964","4,00M","0,64%"
"20.12.2019","115.121","115.133","115.171","114.526","6,89M","-0,01%"
"19.12.2019","115.131","114.313","115.132","113.712","5,78M","0,71%"
"18.12.2019","114.315","112.618","114.339","112.300","7,94M","1,51%"
"17.12.2019","112.616","111.897","112.695","111.897","5,35M","0,64%"
"16.12.2019","111.896","112.565","113.197","111.896","6,08M","-0,59%"
"13.12.2019","112.565","112.205","112.829","111.780","7,71M","0,33%"
"12.12.2019","112.200","110.963","112.445","110.963","5,68M","1,11%"
"11.12.2019","110.964","110.672","111.227","110.530","5,15M","0,26%"
"10.12.2019","110.672","110.973","111.184","110.133","4,76M","-0,28%"
"09.12.2019","110.977","111.125","111.453","110.870","4,99M","-0,13%"
"06.12.2019","111.126","110.623","111.430","110.623","4,97M","0,46%"
"05.12.2019","110.622","110.297","111.073","110.008","4,40M","0,29%"
"04.12.2019","110.301","108.962","110.301","108.962","4,89M","1,23%"
"03.12.2019","108.956","108.931","109.198","108.190","5,22M","0,03%"
"02.12.2019","108.928","108.233","109.279","108.233","4,71M","0,64%"
"29.11.2019","108.233","108.290","108.708","107.759","4,19M","-0,05%"
"28.11.2019","108.290","107.708","108.333","107.148","3,67M","0,54%"
"27.11.2019","107.708","107.059","107.991","106.312","4,42M","0,61%"
"26.11.2019","107.059","108.424","108.424","106.414","6,90M","-1,26%"
"25.11.2019","108.424","108.692","108.915","108.080","4,51M","-0,25%"
"22.11.2019","108.692","107.497","108.692","107.157","4,80M","1,11%"
"21.11.2019","107.497","105.866","107.497","105.864","5,82M","1,54%"
"19.11.2019","105.864","106.269","106.950","105.367","3,61M","-0,38%"
"18.11.2019","106.269","106.566","107.519","106.246","4,92M","-0,27%"
"14.11.2019","106.557","106.052","106.758","105.820","5,36M","0,47%"
"13.11.2019","106.060","106.751","106.786","105.261","5,34M","-0,65%"
"12.11.2019","106.751","108.368","108.368","106.232","5,22M","-1,49%"
"11.11.2019","108.367","107.622","108.367","106.814","3,93M","0,69%"
"08.11.2019","107.629","109.572","109.572","107.127","5,42M","-1,78%"
"07.11.2019","109.581","108.360","109.672","108.360","6,08M","1,13%"
"06.11.2019","108.360","108.719","109.633","107.446","5,51M","-0,33%"
"05.11.2019","108.719","108.779","109.343","108.253","5,66M","-0,06%"
"04.11.2019","108.779","108.196","109.352","108.196","5,18M","0,54%"
"01.11.2019","108.196","107.221","108.496","107.220","5,47M","0,91%"
"31.10.2019","107.220","108.403","108.403","106.356","5,38M","-1,10%"
"30.10.2019","108.408","107.557","108.408","106.622","5,45M","0,79%"
"29.10.2019","107.556","108.189","108.195","107.313","4,31M","-0,58%"
"28.10.2019","108.187","107.366","108.393","107.362","3,97M","0,77%"
"25.10.2019","107.364","106.990","108.083","106.990","5,40M","0,35%"
"24.10.2019","106.986","107.553","107.744","106.593","5,62M","-0,52%"
"23.10.2019","107.544","107.381","107.959","107.041","4,66M","0,15%"
"22.10.2019","107.381","106.023","107.421","105.927","5,22M","1,28%"
"21.10.2019","106.022","104.729","106.027","104.696","3,50M","1,23%"
"18.10.2019","104.729","105.012","105.464","104.525","4,48M","-0,27%"
"17.10.2019","105.016","105.389","105.891","104.827","4,19M","-0,39%"
"16.10.2019","105.423","104.486","105.462","103.521","4,51M","0,89%"
"15.10.2019","104.490","104.299","105.048","104.052","4,09M","0,18%"
"14.10.2019","104.302","103.834","104.305","103.438","2,99M","0,45%"
"11.10.2019","103.832","101.819","104.381","101.819","4,35M","1,98%"
"10.10.2019","101.817","101.244","102.483","101.152","4,37M","0,56%"
"09.10.2019","101.249","100.005","101.567","100.005","3,94M","1,27%"
"08.10.2019","99.981","100.565","101.296","99.868","4,34M","-0,59%"
"07.10.2019","100.573","102.546","102.546","100.542","3,94M","-1,93%"
"04.10.2019","102.551","101.516","102.580","101.057","4,65M","1,02%"
"03.10.2019","101.516","101.031","101.560","99.826","4,67M","0,48%"
"02.10.2019","101.031","104.049","104.049","100.944","5,07M","-2,90%"
"01.10.2019","104.053","104.745","105.121","103.837","4,10M","-0,66%"
"30.09.2019","104.745","105.077","105.178","104.638","3,90M","-0,32%"
"27.09.2019","105.078","105.319","105.633","104.506","3,47M","-0,23%"
"26.09.2019","105.319","104.485","105.342","104.337","4,14M","0,80%"
"25.09.2019","104.481","103.857","104.481","103.034","4,12M","0,58%"
"24.09.2019","103.876","104.638","104.893","103.504","3,97M","-0,73%"
"23.09.2019","104.638","104.817","104.817","104.020","6,77M","-0,17%"
"20.09.2019","104.817","104.339","105.045","103.914","6,77M","0,46%"
"19.09.2019","104.339","104.555","106.001","104.286","4,92M","-0,18%"
"18.09.2019","104.532","104.616","104.762","103.684","3,88M","-0,08%"
"17.09.2019","104.617","103.680","104.619","103.079","4,57M","0,90%"
"16.09.2019","103.680","103.496","104.005","102.782","6,04M","0,17%"
"13.09.2019","103.501","104.371","104.699","103.275","4,04M","-0,83%"
"12.09.2019","104.371","103.453","104.618","103.453","4,96M","0,89%"
"11.09.2019","103.446","103.036","104.156","103.036","4,88M","0,40%"
"10.09.2019","103.032","103.180","103.503","102.231","5,48M","-0,14%"
"09.09.2019","103.181","102.937","104.260","102.793","5,52M","0,24%"
"06.09.2019","102.935","102.247","103.182","102.246","3,98M","0,68%"
"05.09.2019","102.243","101.204","103.258","101.204","4,81M","1,03%"
"04.09.2019","101.201","99.706","101.201","99.706","4,31M","1,52%"
"03.09.2019","99.681","100.626","101.417","99.406","4,33M","-0,94%"
"02.09.2019","100.626","101.133","101.611","100.626","2,69M","-0,50%"
"30.08.2019","101.135","100.526","101.551","100.526","6,11M","0,61%"
"29.08.2019","100.524","98.194","100.684","98.194","5,16M","2,37%"
"28.08.2019","98.194","97.273","98.346","96.557","4,35M","0,94%"
"27.08.2019","97.276","96.434","97.951","95.855","6,58M","0,88%"
"26.08.2019","96.430","97.687","98.436","95.961","4,14M","-1,27%"
"23.08.2019","97.667","100.007","100.025","97.085","5,67M","-2,34%"
"22.08.2019","100.011","101.209","101.469","100.011","4,50M","-1,18%"
"21.08.2019","101.202","99.227","101.240","99.221","5,97M","2,00%"
"20.08.2019","99.222","99.472","99.665","98.002","5,24M","-0,25%"
"19.08.2019","99.469","99.810","100.948","98.908","4,92M","-0,34%"
"16.08.2019","99.806","99.059","100.567","99.059","5,48M","0,76%"
"15.08.2019","99.057","100.262","101.014","98.200","6,59M","-1,20%"
"14.08.2019","100.258","103.270","103.270","99.955","6,49M","-2,94%"
"13.08.2019","103.299","101.912","103.778","101.414","5,20M","1,36%"
"12.08.2019","101.915","103.946","103.946","101.621","4,51M","-2,00%"
"09.08.2019","103.996","104.102","104.848","103.547","4,69M","-0,11%"
"08.08.2019","104.115","102.782","104.282","102.782","5,71M","1,30%"
"07.08.2019","102.782","102.163","102.784","100.476","5,74M","0,61%"
"06.08.2019","102.164","100.098","102.178","100.098","5,23M","2,06%"
"05.08.2019","100.098","102.658","102.658","99.630","5,16M","-2,51%"
"02.08.2019","102.674","102.122","103.180","101.667","5,08M","0,54%"
"01.08.2019","102.126","101.819","104.056","101.819","7,35M","0,31%"
"31.07.2019","101.812","102.946","103.129","100.950","5,23M","-1,09%"
"30.07.2019","102.933","103.483","103.555","102.596","4,19M","-0,53%"
"29.07.2019","103.483","102.817","103.483","102.461","3,67M","0,65%"
"26.07.2019","102.819","102.654","103.209","102.196","5,30M","0,16%"
"25.07.2019","102.655","104.119","104.440","102.390","5,98M","-1,41%"
"24.07.2019","104.120","103.707","104.570","103.707","5,02M","0,40%"
"23.07.2019","103.704","103.949","104.430","103.518","4,18M","-0,24%"
"22.07.2019","103.949","103.452","104.278","103.452","3,57M","0,48%"
"19.07.2019","103.452","104.716","104.723","103.388","3,59M","-1,21%"
"18.07.2019","104.717","103.859","104.773","103.859","4,55M","0,83%"
"17.07.2019","103.856","103.775","104.453","103.712","3,94M","0,08%"
"16.07.2019","103.775","103.805","104.440","103.361","4,61M","-0,03%"
"15.07.2019","103.803","103.909","104.578","103.495","4,12M","-0,10%"
"12.07.2019","103.906","105.158","105.731","103.903","4,89M","-1,18%"
"11.07.2019","105.146","105.818","105.886","104.814","5,00M","-0,63%"
"10.07.2019","105.817","104.537","106.650","104.537","7,03M","1,23%"
"08.07.2019","104.530","104.090","104.679","103.988","3,61M","0,42%"
